year,actual,fitted,type,country_code,dataset
2008,256700.0,140111.66586589813,historical,NL,jvs_q_nace2
2008,239200.0,140111.66586589813,historical,NL,jvs_q_nace2
2008,189900.0,140111.66586589813,historical,NL,jvs_q_nace2
2009,155900.0,139813.8083500862,historical,NL,jvs_q_nace2
2009,138400.0,139813.8083500862,historical,NL,jvs_q_nace2
2009,124700.0,139813.8083500862,historical,NL,jvs_q_nace2
2009,119400.0,139813.8083500862,historical,NL,jvs_q_nace2
2010,116000.0,141094.77729082108,historical,NL,jvs_q_nace2
2010,124900.0,141094.77729082108,historical,NL,jvs_q_nace2
2010,123400.0,141094.77729082108,historical,NL,jvs_q_nace2
2010,124400.0,141094.77729082108,historical,NL,jvs_q_nace2
2011,135500.0,143954.57268810272,historical,NL,jvs_q_nace2
2011,143600.0,143954.57268810272,historical,NL,jvs_q_nace2
2011,130600.0,143954.57268810272,historical,NL,jvs_q_nace2
2011,116600.0,143954.57268810272,historical,NL,jvs_q_nace2
2012,118200.0,148393.19454193115,historical,NL,jvs_q_nace2
2012,116100.0,148393.19454193115,historical,NL,jvs_q_nace2
2012,106000.0,148393.19454193115,historical,NL,jvs_q_nace2
2012,94900.0,148393.19454193115,historical,NL,jvs_q_nace2
2013,97100.0,154410.64285230637,historical,NL,jvs_q_nace2
2013,96800.0,154410.64285230637,historical,NL,jvs_q_nace2
2013,93700.0,154410.64285230637,historical,NL,jvs_q_nace2
2013,91000.0,154410.64285230637,historical,NL,jvs_q_nace2
2014,105500.0,162006.91762018204,historical,NL,jvs_q_nace2
2014,112900.0,162006.91762018204,historical,NL,jvs_q_nace2
2014,112084.0,162006.91762018204,historical,NL,jvs_q_nace2
2014,112867.0,162006.91762018204,historical,NL,jvs_q_nace2
2015,126987.0,171182.01884365082,historical,NL,jvs_q_nace2
2015,136497.0,171182.01884365082,historical,NL,jvs_q_nace2
2015,130868.0,171182.01884365082,historical,NL,jvs_q_nace2
2015,136279.0,171182.01884365082,historical,NL,jvs_q_nace2
2016,152951.0,181935.94652414322,historical,NL,jvs_q_nace2
2016,161831.0,181935.94652414322,historical,NL,jvs_q_nace2
2016,159145.0,181935.94652414322,historical,NL,jvs_q_nace2
2016,163355.0,181935.94652414322,historical,NL,jvs_q_nace2
2017,188516.0,194268.70066070557,historical,NL,jvs_q_nace2
2017,212817.0,194268.70066070557,historical,NL,jvs_q_nace2
2017,210051.0,194268.70066070557,historical,NL,jvs_q_nace2
2017,218574.0,194268.70066070557,historical,NL,jvs_q_nace2
2018,237755.0,208180.28125429153,historical,NL,jvs_q_nace2
2018,260600.0,208180.28125429153,historical,NL,jvs_q_nace2
2018,258300.0,208180.28125429153,historical,NL,jvs_q_nace2
2018,254900.0,208180.28125429153,historical,NL,jvs_q_nace2
2019,278908.0,223670.68830394745,historical,NL,jvs_q_nace2
2019,293800.0,223670.68830394745,historical,NL,jvs_q_nace2
2019,283800.0,223670.68830394745,historical,NL,jvs_q_nace2
2019,281200.0,223670.68830394745,historical,NL,jvs_q_nace2
2020,221700.0,240739.92181158066,historical,NL,jvs_q_nace2
2020,200400.0,240739.92181158066,historical,NL,jvs_q_nace2
2020,215600.0,240739.92181158066,historical,NL,jvs_q_nace2
2020,213700.0,240739.92181158066,historical,NL,jvs_q_nace2
2021,248500.0,259387.98177433014,historical,NL,jvs_q_nace2
2021,333600.0,259387.98177433014,historical,NL,jvs_q_nace2
2021,376300.0,259387.98177433014,historical,NL,jvs_q_nace2
2021,376400.0,259387.98177433014,historical,NL,jvs_q_nace2
2022,448200.0,279614.86819410324,historical,NL,jvs_q_nace2
2022,479800.0,279614.86819410324,historical,NL,jvs_q_nace2
2022,451900.0,279614.86819410324,historical,NL,jvs_q_nace2
2022,418900.0,279614.86819410324,historical,NL,jvs_q_nace2
2023,432900.0,301420.5810699463,historical,NL,jvs_q_nace2
2023,441200.0,301420.5810699463,historical,NL,jvs_q_nace2
2023,416800.0,301420.5810699463,historical,NL,jvs_q_nace2
2023,389200.0,301420.5810699463,historical,NL,jvs_q_nace2
2024,413000.0,324805.12040281296,historical,NL,jvs_q_nace2
2024,418900.0,324805.12040281296,historical,NL,jvs_q_nace2
2024,396400.0,324805.12040281296,historical,NL,jvs_q_nace2
2024,383800.0,324805.12040281296,historical,NL,jvs_q_nace2
2025,396700.0,349768.4861922264,historical,NL,jvs_q_nace2
2025,402700.0,349768.4861922264,historical,NL,jvs_q_nace2
2025,384300.0,349768.4861922264,historical,NL,jvs_q_nace2
2026,,376310.67843818665,forecast,NL,jvs_q_nace2
2027,,404431.69714164734,forecast,NL,jvs_q_nace2
2028,,434131.54230070114,forecast,NL,jvs_q_nace2
2029,,465410.2139163017,forecast,NL,jvs_q_nace2
2030,,498267.7119884491,forecast,NL,jvs_q_nace2
2008,2513.7,2487.8120879121125,historical,NO,htec_emp_nat2
2009,2499.5,2509.765934065683,historical,NO,htec_emp_nat2
2010,2500.8,2531.1447552447207,historical,NO,htec_emp_nat2
2011,2535.5,2551.9485514485277,historical,NO,htec_emp_nat2
2012,2585.4,2572.1773226773366,historical,NO,htec_emp_nat2
2013,2601.6,2591.8310689309146,historical,NO,htec_emp_nat2
2014,2626.6,2610.9097902097274,historical,NO,htec_emp_nat2
2015,2641.0,2629.413486513542,historical,NO,htec_emp_nat2
2016,2638.2,2647.342157841893,historical,NO,htec_emp_nat2
2017,2643.9,2664.6958041957114,historical,NO,htec_emp_nat2
2018,2685.8,2681.474425574299,historical,NO,htec_emp_nat2
2019,2715.5,2697.6780219781213,historical,NO,htec_emp_nat2
2020,2702.0,2713.306593406247,historical,NO,htec_emp_nat2
2021,2772.2,2728.3601398598403,historical,NO,htec_emp_nat2
2022,2846.2,2742.8386613386683,historical,NO,htec_emp_nat2
2023,2876.1,2756.7421578422654,historical,NO,htec_emp_nat2
2024,2888.7,2770.070629370399,historical,NO,htec_emp_nat2
2025,,2782.8240759239998,forecast,NO,htec_emp_nat2
2026,,2795.00249750237,forecast,NO,htec_emp_nat2
2027,,2806.6058941059746,forecast,NO,htec_emp_nat2
2028,,2817.634265733883,forecast,NO,htec_emp_nat2
2029,,2828.0876123874914,forecast,NO,htec_emp_nat2
2011,92.0,97.39230769197457,historical,NO,isoc_sks_itsps
2012,95.4,95.30601398600265,historical,NO,isoc_sks_itsps
2013,99.1,94.09081585053355,historical,NO,isoc_sks_itsps
2014,99.3,93.74671328673139,historical,NO,isoc_sks_itsps
2015,96.0,94.27370629343204,historical,NO,isoc_sks_itsps
2016,92.7,95.67179487179965,historical,NO,isoc_sks_itsps
2017,99.3,97.94097902090289,historical,NO,isoc_sks_itsps
2018,95.4,101.08125874097459,historical,NO,isoc_sks_itsps
2019,100.2,105.09263403248042,historical,NO,isoc_sks_itsps
2020,110.0,109.97510489495471,historical,NO,isoc_sks_itsps
2021,120.9,115.7286713286303,historical,NO,isoc_sks_itsps
2022,118.0,122.35333333327435,historical,NO,isoc_sks_itsps
2023,120.7,129.84909090865403,historical,NO,isoc_sks_itsps
2024,125.7,138.2159440559335,historical,NO,isoc_sks_itsps
2025,,147.45389277371578,forecast,NO,isoc_sks_itsps
2026,,157.56293706293218,forecast,NO,isoc_sks_itsps
2027,,168.5430769228842,forecast,NO,isoc_sks_itsps
2028,,180.3943123545032,forecast,NO,isoc_sks_itsps
2029,,193.116643356625,forecast,NO,isoc_sks_itsps
2010,60520.0,71106.70014238358,historical,NO,jvs_q_nace2
2010,67931.0,71106.70014238358,historical,NO,jvs_q_nace2
2010,63945.0,71106.70014238358,historical,NO,jvs_q_nace2
2010,55808.0,71106.70014238358,historical,NO,jvs_q_nace2
2011,68860.0,65131.74189758301,historical,NO,jvs_q_nace2
2011,78473.0,65131.74189758301,historical,NO,jvs_q_nace2
2011,68039.0,65131.74189758301,historical,NO,jvs_q_nace2
2011,62203.0,65131.74189758301,historical,NO,jvs_q_nace2
2012,69198.0,60634.57378768921,historical,NO,jvs_q_nace2
2012,71966.0,60634.57378768921,historical,NO,jvs_q_nace2
2012,60897.0,60634.57378768921,historical,NO,jvs_q_nace2
2012,57815.0,60634.57378768921,historical,NO,jvs_q_nace2
2013,67568.0,57615.19581365585,historical,NO,jvs_q_nace2
2013,74317.0,57615.19581365585,historical,NO,jvs_q_nace2
2013,59092.0,57615.19581365585,historical,NO,jvs_q_nace2
2013,50868.0,57615.19581365585,historical,NO,jvs_q_nace2
2014,61774.0,56073.607976436615,historical,NO,jvs_q_nace2
2014,64831.0,56073.607976436615,historical,NO,jvs_q_nace2
2014,54097.0,56073.607976436615,historical,NO,jvs_q_nace2
2014,53706.0,56073.607976436615,historical,NO,jvs_q_nace2
2015,60422.0,56009.81027364731,historical,NO,jvs_q_nace2
2015,62794.0,56009.81027364731,historical,NO,jvs_q_nace2
2015,49457.0,56009.81027364731,historical,NO,jvs_q_nace2
2015,44982.0,56009.81027364731,historical,NO,jvs_q_nace2
2016,55291.0,57423.80270719528,historical,NO,jvs_q_nace2
2016,56198.0,57423.80270719528,historical,NO,jvs_q_nace2
2016,52333.0,57423.80270719528,historical,NO,jvs_q_nace2
2016,48720.0,57423.80270719528,historical,NO,jvs_q_nace2
2017,58264.0,60315.5852766037,historical,NO,jvs_q_nace2
2017,65357.0,60315.5852766037,historical,NO,jvs_q_nace2
2017,56699.0,60315.5852766037,historical,NO,jvs_q_nace2
2017,57983.0,60315.5852766037,historical,NO,jvs_q_nace2
2018,68436.0,64685.15798139572,historical,NO,jvs_q_nace2
2018,75200.0,64685.15798139572,historical,NO,jvs_q_nace2
2018,68385.0,64685.15798139572,historical,NO,jvs_q_nace2
2018,59704.0,64685.15798139572,historical,NO,jvs_q_nace2
2019,75713.0,70532.52082157135,historical,NO,jvs_q_nace2
2019,84533.0,70532.52082157135,historical,NO,jvs_q_nace2
2019,65844.0,70532.52082157135,historical,NO,jvs_q_nace2
2019,63861.0,70532.52082157135,historical,NO,jvs_q_nace2
2020,71583.0,77857.67379760742,historical,NO,jvs_q_nace2
2020,59872.0,77857.67379760742,historical,NO,jvs_q_nace2
2020,59397.0,77857.67379760742,historical,NO,jvs_q_nace2
2020,60025.0,77857.67379760742,historical,NO,jvs_q_nace2
2021,74570.0,86660.61691045761,historical,NO,jvs_q_nace2
2021,101876.0,86660.61691045761,historical,NO,jvs_q_nace2
2021,92380.0,86660.61691045761,historical,NO,jvs_q_nace2
2021,86331.0,86660.61691045761,historical,NO,jvs_q_nace2
2022,104948.0,96941.35015821457,historical,NO,jvs_q_nace2
2022,117967.0,96941.35015821457,historical,NO,jvs_q_nace2
2022,95979.0,96941.35015821457,historical,NO,jvs_q_nace2
2022,108473.0,96941.35015821457,historical,NO,jvs_q_nace2
2023,136166.0,108699.87354135513,historical,NO,jvs_q_nace2
2023,128069.0,108699.87354135513,historical,NO,jvs_q_nace2
2023,110318.0,108699.87354135513,historical,NO,jvs_q_nace2
2023,97976.0,108699.87354135513,historical,NO,jvs_q_nace2
2024,123220.0,121936.18706130981,historical,NO,jvs_q_nace2
2024,107592.0,121936.18706130981,historical,NO,jvs_q_nace2
2024,94397.0,121936.18706130981,historical,NO,jvs_q_nace2
2024,80165.0,121936.18706130981,historical,NO,jvs_q_nace2
2025,107350.0,136650.29071617126,historical,NO,jvs_q_nace2
2025,94650.0,136650.29071617126,historical,NO,jvs_q_nace2
2025,82597.0,136650.29071617126,historical,NO,jvs_q_nace2
2025,74036.0,136650.29071617126,historical,NO,jvs_q_nace2
2026,,152842.18450641632,forecast,NO,jvs_q_nace2
2027,,170511.8684334755,forecast,NO,jvs_q_nace2
2028,,189659.34249544144,forecast,NO,jvs_q_nace2
2029,,210284.60669326782,forecast,NO,jvs_q_nace2
2030,,232387.6610274315,forecast,NO,jvs_q_nace2
2008,15757.6,15710.44175824523,historical,PL,htec_emp_nat2
2009,15824.4,15639.030769243836,historical,PL,htec_emp_nat2
2010,15432.4,15601.371928066015,historical,PL,htec_emp_nat2
2011,15518.8,15597.46523475647,historical,PL,htec_emp_nat2
2012,15549.8,15627.3106893152,historical,PL,htec_emp_nat2
2013,15531.8,15690.908291727304,historical,PL,htec_emp_nat2
2014,15826.1,15788.25804194808,historical,PL,htec_emp_nat2
2015,16052.6,15919.359940052032,historical,PL,htec_emp_nat2
2016,16163.3,16084.21398602426,historical,PL,htec_emp_nat2
2017,16390.7,16282.820179834962,historical,PL,htec_emp_nat2
2018,16456.5,16515.178521469235,historical,PL,htec_emp_nat2
2019,16892.0,16781.289010986686,historical,PL,htec_emp_nat2
2020,16922.8,17081.15164835751,historical,PL,htec_emp_nat2
2021,17129.8,17414.766433551908,historical,PL,htec_emp_nat2
2022,17219.3,17782.13336662948,historical,PL,htec_emp_nat2
2023,17268.5,18183.25244756043,historical,PL,htec_emp_nat2
2024,17190.5,18618.123676344752,historical,PL,htec_emp_nat2
2025,,19086.747052937746,forecast,PL,htec_emp_nat2
2026,,19589.122577428818,forecast,PL,htec_emp_nat2
2027,,20125.250249758363,forecast,PL,htec_emp_nat2
2028,,20695.13006991148,forecast,PL,htec_emp_nat2
2029,,21298.762037962675,forecast,PL,htec_emp_nat2
2004,234.2,262.510294117732,historical,PL,isoc_sks_itsps
2005,256.1,271.19088235287927,historical,PL,isoc_sks_itsps
2006,282.0,280.23176470573526,historical,PL,isoc_sks_itsps
2007,313.2,289.63294117653277,historical,PL,isoc_sks_itsps
2008,332.0,299.3944117645733,historical,PL,isoc_sks_itsps
2009,349.5,309.5161764706718,historical,PL,isoc_sks_itsps
2010,331.0,319.9982352941297,historical,PL,isoc_sks_itsps
2011,304.7,330.8405882351799,historical,PL,isoc_sks_itsps
2012,330.3,342.0432352940552,historical,PL,isoc_sks_itsps
2013,346.0,353.60617647052277,historical,PL,isoc_sks_itsps
2014,355.9,365.52941176469903,historical,PL,isoc_sks_itsps
2015,366.8,377.81294117635116,historical,PL,isoc_sks_itsps
2016,369.6,390.4567647059448,historical,PL,isoc_sks_itsps
2017,384.9,403.4608823528979,historical,PL,isoc_sks_itsps
2018,418.3,416.8252941175597,historical,PL,isoc_sks_itsps
2019,469.1,430.55000000004657,historical,PL,isoc_sks_itsps
2020,504.8,444.6349999998929,historical,PL,isoc_sks_itsps
2021,529.2,459.08029411768075,historical,PL,isoc_sks_itsps
2022,536.7,473.88588235282805,historical,PL,isoc_sks_itsps
2023,602.8,489.05176470568404,historical,PL,isoc_sks_itsps
2024,636.6,504.57794117648154,historical,PL,isoc_sks_itsps
2025,,520.4644117645221,forecast,PL,isoc_sks_itsps
2026,,536.7111764706206,forecast,PL,isoc_sks_itsps
2027,,553.3182352939621,forecast,PL,isoc_sks_itsps
2028,,570.2855882353615,forecast,PL,isoc_sks_itsps
2029,,587.613235294004,forecast,PL,isoc_sks_itsps
2010,79582.0,47690.26162004471,historical,PL,jvs_q_nace2
2010,69684.0,47690.26162004471,historical,PL,jvs_q_nace2
2010,67778.0,47690.26162004471,historical,PL,jvs_q_nace2
2010,58906.0,47690.26162004471,historical,PL,jvs_q_nace2
2011,74112.0,53652.673748612404,historical,PL,jvs_q_nace2
2011,61043.0,53652.673748612404,historical,PL,jvs_q_nace2
2011,57769.0,53652.673748612404,historical,PL,jvs_q_nace2
2011,45461.0,53652.673748612404,historical,PL,jvs_q_nace2
2012,52708.0,60105.27780008316,historical,PL,jvs_q_nace2
2012,51771.0,60105.27780008316,historical,PL,jvs_q_nace2
2012,43547.0,60105.27780008316,historical,PL,jvs_q_nace2
2012,35489.0,60105.27780008316,historical,PL,jvs_q_nace2
2013,44326.0,67048.07377445698,historical,PL,jvs_q_nace2
2013,44367.0,67048.07377445698,historical,PL,jvs_q_nace2
2013,45627.0,67048.07377445698,historical,PL,jvs_q_nace2
2013,39208.0,67048.07377445698,historical,PL,jvs_q_nace2
2014,54233.0,74481.06167173386,historical,PL,jvs_q_nace2
2014,56531.0,74481.06167173386,historical,PL,jvs_q_nace2
2014,60126.0,74481.06167173386,historical,PL,jvs_q_nace2
2014,54396.0,74481.06167173386,historical,PL,jvs_q_nace2
2015,74638.0,82404.2414919138,historical,PL,jvs_q_nace2
2015,74847.0,82404.2414919138,historical,PL,jvs_q_nace2
2015,73154.0,82404.2414919138,historical,PL,jvs_q_nace2
2015,63939.0,82404.2414919138,historical,PL,jvs_q_nace2
2016,89593.0,90817.6132349968,historical,PL,jvs_q_nace2
2016,94304.0,90817.6132349968,historical,PL,jvs_q_nace2
2016,95479.0,90817.6132349968,historical,PL,jvs_q_nace2
2016,77975.0,90817.6132349968,historical,PL,jvs_q_nace2
2017,118824.0,99721.17690086365,historical,PL,jvs_q_nace2
2017,122033.0,99721.17690086365,historical,PL,jvs_q_nace2
2017,131186.0,99721.17690086365,historical,PL,jvs_q_nace2
2017,117816.0,99721.17690086365,historical,PL,jvs_q_nace2
2018,152414.0,109114.93248975277,historical,PL,jvs_q_nace2
2018,164745.0,109114.93248975277,historical,PL,jvs_q_nace2
2018,157155.0,109114.93248975277,historical,PL,jvs_q_nace2
2018,139193.0,109114.93248975277,historical,PL,jvs_q_nace2
2019,142458.0,118998.88000166416,historical,PL,jvs_q_nace2
2019,151828.0,118998.88000166416,historical,PL,jvs_q_nace2
2019,148644.0,118998.88000166416,historical,PL,jvs_q_nace2
2019,125442.0,118998.88000166416,historical,PL,jvs_q_nace2
2020,76512.0,129373.0194363594,historical,PL,jvs_q_nace2
2020,81421.0,129373.0194363594,historical,PL,jvs_q_nace2
2020,91123.0,129373.0194363594,historical,PL,jvs_q_nace2
2020,84393.0,129373.0194363594,historical,PL,jvs_q_nace2
2021,110201.0,140237.3507938385,historical,PL,jvs_q_nace2
2021,142840.0,140237.3507938385,historical,PL,jvs_q_nace2
2021,153525.0,140237.3507938385,historical,PL,jvs_q_nace2
2021,137430.0,140237.3507938385,historical,PL,jvs_q_nace2
2022,158666.0,151591.87407422066,historical,PL,jvs_q_nace2
2022,149320.0,151591.87407422066,historical,PL,jvs_q_nace2
2022,135511.0,151591.87407422066,historical,PL,jvs_q_nace2
2022,115698.0,151591.87407422066,historical,PL,jvs_q_nace2
2023,114896.0,163436.58927750587,historical,PL,jvs_q_nace2
2023,113199.0,163436.58927750587,historical,PL,jvs_q_nace2
2023,111195.0,163436.58927750587,historical,PL,jvs_q_nace2
2023,97134.0,163436.58927750587,historical,PL,jvs_q_nace2
2024,111982.0,175771.49640369415,historical,PL,jvs_q_nace2
2024,110816.0,175771.49640369415,historical,PL,jvs_q_nace2
2024,114264.0,175771.49640369415,historical,PL,jvs_q_nace2
2024,91014.0,175771.49640369415,historical,PL,jvs_q_nace2
2025,101026.0,188596.5954527855,historical,PL,jvs_q_nace2
2025,95734.0,188596.5954527855,historical,PL,jvs_q_nace2
2025,94738.0,188596.5954527855,historical,PL,jvs_q_nace2
2026,,201911.88642466068,forecast,PL,jvs_q_nace2
2027,,215717.36931955814,forecast,PL,jvs_q_nace2
2028,,230013.04413735867,forecast,PL,jvs_q_nace2
2029,,244798.91087794304,forecast,PL,jvs_q_nace2
2030,,260074.96954143047,forecast,PL,jvs_q_nace2
2008,5017.5,5010.927472516894,historical,PT,htec_emp_nat2
2009,4874.0,4852.594505481422,historical,PT,htec_emp_nat2
2010,4798.1,4722.06543456018,historical,PT,htec_emp_nat2
2011,4644.7,4619.340259730816,historical,PT,htec_emp_nat2
2012,4451.0,4544.418981015682,historical,PT,htec_emp_nat2
2013,4341.6,4497.301598399878,historical,PT,htec_emp_nat2
2014,4427.9,4477.988111883402,historical,PT,htec_emp_nat2
2015,4487.0,4486.478521466255,historical,PT,htec_emp_nat2
2016,4554.1,4522.772827155888,historical,PT,htec_emp_nat2
2017,4706.8,4586.871028959751,historical,PT,htec_emp_nat2
2018,4817.0,4678.773126862943,historical,PT,htec_emp_nat2
2019,4869.2,4798.479120872915,historical,PT,htec_emp_nat2
2020,4755.1,4945.989010982215,historical,PT,htec_emp_nat2
2021,4757.1,5121.302797198296,historical,PT,htec_emp_nat2
2022,4908.8,5324.420479513705,historical,PT,htec_emp_nat2
2023,5016.7,5555.3420579358935,historical,PT,htec_emp_nat2
2024,5083.4,5814.067532464862,historical,PT,htec_emp_nat2
2025,,6100.596903085709,forecast,PT,htec_emp_nat2
2026,,6414.9301698207855,forecast,PT,htec_emp_nat2
2027,,6757.067332655191,forecast,PT,htec_emp_nat2
2028,,7127.008391596377,forecast,PT,htec_emp_nat2
2029,,7524.753346644342,forecast,PT,htec_emp_nat2
2004,82.1,98.40049019572325,historical,PT,isoc_sks_itsps
2005,92.7,95.8126470586285,historical,PT,isoc_sks_itsps
2006,102.1,93.92718487372622,historical,PT,isoc_sks_itsps
2007,105.1,92.74410364124924,historical,PT,isoc_sks_itsps
2008,103.9,92.26340336119756,historical,PT,isoc_sks_itsps
2009,104.5,92.48508403333835,historical,PT,isoc_sks_itsps
2010,101.5,93.40914565813728,historical,PT,isoc_sks_itsps
2011,74.5,95.03558823512867,historical,PT,isoc_sks_itsps
2012,81.4,97.3644117640797,historical,PT,isoc_sks_itsps
2013,90.6,100.3956162459217,historical,PT,isoc_sks_itsps
2014,117.8,104.129201680189,historical,PT,isoc_sks_itsps
2015,108.5,108.56516806664877,historical,PT,isoc_sks_itsps
2016,113.6,113.70351540576667,historical,PT,isoc_sks_itsps
2017,110.6,119.54424369707704,historical,PT,isoc_sks_itsps
2018,123.6,126.0873529408127,historical,PT,isoc_sks_itsps
2019,144.7,133.33284313674085,historical,PT,isoc_sks_itsps
2020,150.0,141.28071428532712,historical,PT,isoc_sks_itsps
2021,171.6,149.93096638610587,historical,PT,isoc_sks_itsps
2022,175.2,159.2835994393099,historical,PT,isoc_sks_itsps
2023,183.3,169.33861344493926,historical,PT,isoc_sks_itsps
2024,202.5,180.0960084029939,historical,PT,isoc_sks_itsps
2025,,191.55578431347385,forecast,PT,isoc_sks_itsps
2026,,203.71794117614627,forecast,PT,isoc_sks_itsps
2027,,216.582478991244,forecast,PT,isoc_sks_itsps
2028,,230.149397758767,forecast,PT,isoc_sks_itsps
2029,,244.41869747871533,forecast,PT,isoc_sks_itsps
2010,11977.0,11377.59279614687,historical,PT,jvs_q_nace2
2010,14032.0,11377.59279614687,historical,PT,jvs_q_nace2
2010,12857.0,11377.59279614687,historical,PT,jvs_q_nace2
2010,12678.0,11377.59279614687,historical,PT,jvs_q_nace2
2011,11126.0,12441.727106273174,historical,PT,jvs_q_nace2
2011,11800.0,12441.727106273174,historical,PT,jvs_q_nace2
2011,12524.0,12441.727106273174,historical,PT,jvs_q_nace2
2011,13432.0,12441.727106273174,historical,PT,jvs_q_nace2
2012,13105.0,13764.228688001633,historical,PT,jvs_q_nace2
2012,12254.0,13764.228688001633,historical,PT,jvs_q_nace2
2012,12533.0,13764.228688001633,historical,PT,jvs_q_nace2
2012,10210.0,13764.228688001633,historical,PT,jvs_q_nace2
2013,11349.0,15345.097541332245,historical,PT,jvs_q_nace2
2013,12984.0,15345.097541332245,historical,PT,jvs_q_nace2
2013,12019.0,15345.097541332245,historical,PT,jvs_q_nace2
2013,11856.0,15345.097541332245,historical,PT,jvs_q_nace2
2014,16759.0,17184.333666324615,historical,PT,jvs_q_nace2
2014,19758.0,17184.333666324615,historical,PT,jvs_q_nace2
2014,21809.0,17184.333666324615,historical,PT,jvs_q_nace2
2014,18349.0,17184.333666324615,historical,PT,jvs_q_nace2
2015,18768.0,19281.93706291914,historical,PT,jvs_q_nace2
2015,21637.0,19281.93706291914,historical,PT,jvs_q_nace2
2015,18932.0,19281.93706291914,historical,PT,jvs_q_nace2
2015,19506.0,19281.93706291914,historical,PT,jvs_q_nace2
2016,21299.0,21637.907731115818,historical,PT,jvs_q_nace2
2016,21318.0,21637.907731115818,historical,PT,jvs_q_nace2
2016,23100.0,21637.907731115818,historical,PT,jvs_q_nace2
2016,22414.0,21637.907731115818,historical,PT,jvs_q_nace2
2017,27664.0,24252.245671093464,historical,PT,jvs_q_nace2
2017,28755.0,24252.245671093464,historical,PT,jvs_q_nace2
2017,27576.0,24252.245671093464,historical,PT,jvs_q_nace2
2017,24592.0,24252.245671093464,historical,PT,jvs_q_nace2
2018,27400.0,27124.95088249445,historical,PT,jvs_q_nace2
2018,27698.0,27124.95088249445,historical,PT,jvs_q_nace2
2018,30031.0,27124.95088249445,historical,PT,jvs_q_nace2
2018,27639.0,27124.95088249445,historical,PT,jvs_q_nace2
2019,34149.0,30256.023365557194,historical,PT,jvs_q_nace2
2019,35124.0,30256.023365557194,historical,PT,jvs_q_nace2
2019,37306.0,30256.023365557194,historical,PT,jvs_q_nace2
2019,33266.0,30256.023365557194,historical,PT,jvs_q_nace2
2020,19856.0,33645.463120281696,historical,PT,jvs_q_nace2
2020,23797.0,33645.463120281696,historical,PT,jvs_q_nace2
2020,24607.0,33645.463120281696,historical,PT,jvs_q_nace2
2020,24132.0,33645.463120281696,historical,PT,jvs_q_nace2
2021,27746.0,37293.27014654875,historical,PT,jvs_q_nace2
2021,35462.0,37293.27014654875,historical,PT,jvs_q_nace2
2021,42823.0,37293.27014654875,historical,PT,jvs_q_nace2
2021,36543.0,37293.27014654875,historical,PT,jvs_q_nace2
2022,48885.0,41199.44444447756,historical,PT,jvs_q_nace2
2022,51382.0,41199.44444447756,historical,PT,jvs_q_nace2
2022,61626.0,41199.44444447756,historical,PT,jvs_q_nace2
2022,54933.0,41199.44444447756,historical,PT,jvs_q_nace2
2023,48103.0,45363.98601400852,historical,PT,jvs_q_nace2
2023,57375.0,45363.98601400852,historical,PT,jvs_q_nace2
2023,53685.0,45363.98601400852,historical,PT,jvs_q_nace2
2023,49348.0,45363.98601400852,historical,PT,jvs_q_nace2
2024,48252.0,49786.89485514164,historical,PT,jvs_q_nace2
2024,53087.0,49786.89485514164,historical,PT,jvs_q_nace2
2024,53284.0,49786.89485514164,historical,PT,jvs_q_nace2
2024,49084.0,49786.89485514164,historical,PT,jvs_q_nace2
2025,56948.0,54468.170967936516,historical,PT,jvs_q_nace2
2025,54987.0,54468.170967936516,historical,PT,jvs_q_nace2
2025,56952.0,54468.170967936516,historical,PT,jvs_q_nace2
2026,,59407.81435227394,forecast,PT,jvs_q_nace2
2027,,64605.825008273125,forecast,PT,jvs_q_nace2
2028,,70062.20293593407,forecast,PT,jvs_q_nace2
2029,,75776.94813513756,forecast,PT,jvs_q_nace2
2030,,81750.06060612202,forecast,PT,jvs_q_nace2
